X_MM;Fi;Brightness
508;27,000;0,086
509;27,000;0,087
510;27,000;0,088
511;27,000;0,085
512;27,000;0,083
513;27,000;0,082
507;28,000;0,086
508;28,000;0,086
509;28,000;0,088
510;28,000;0,088
511;28,000;0,085
512;28,000;0,084
513;28,000;0,083
507;29,000;0,086
508;29,000;0,087
509;29,000;0,088
510;29,000;0,089
511;29,000;0,086
512;29,000;0,084
513;29,000;0,083
507;30,000;0,087
508;30,000;0,087
509;30,000;0,089
510;30,000;0,090
511;30,000;0,086
512;30,000;0,085
513;30,000;0,084
507;31,000;0,087
508;31,000;0,088
509;31,000;0,089
510;31,000;0,090
511;31,000;0,087
512;31,000;0,085
513;31,000;0,084
507;32,000;0,088
508;32,000;0,088
509;32,000;0,090
510;32,000;0,091
511;32,000;0,087
512;32,000;0,086
513;32,000;0,084
507;33,000;0,088
508;33,000;0,089
509;33,000;0,090
510;33,000;0,092
511;33,000;0,088
512;33,000;0,086
513;33,000;0,085
507;34,000;0,089
508;34,000;0,089
509;34,000;0,091
510;34,000;0,092
511;34,000;0,088
512;34,000;0,087
513;34,000;0,085
507;35,000;0,089
508;35,000;0,090
509;35,000;0,091
510;35,000;0,092
511;35,000;0,088
512;35,000;0,087
513;35,000;0,086
507;36,000;0,089
508;36,000;0,090
509;36,000;0,091
510;36,000;0,093
511;36,000;0,089
512;36,000;0,087
513;36,000;0,086
507;37,000;0,090
508;37,000;0,090
509;37,000;0,092
510;37,000;0,093
511;37,000;0,089
512;37,000;0,088
513;37,000;0,087
507;38,000;0,090
508;38,000;0,091
509;38,000;0,092
510;38,000;0,093
511;38,000;0,090
512;38,000;0,088
513;38,000;0,087
507;39,000;0,090
508;39,000;0,091
509;39,000;0,093
510;39,000;0,094
511;39,000;0,090
512;39,000;0,089
513;39,000;0,088
507;40,000;0,091
508;40,000;0,092
509;40,000;0,093
510;40,000;0,094
511;40,000;0,091
512;40,000;0,089
513;40,000;0,088
507;41,000;0,091
508;41,000;0,092
509;41,000;0,094
510;41,000;0,095
511;41,000;0,091
512;41,000;0,090
513;41,000;0,088
507;42,000;0,092
508;42,000;0,093
509;42,000;0,094
510;42,000;0,095
511;42,000;0,091
512;42,000;0,090
513;42,000;0,089
507;43,000;0,092
508;43,000;0,093
509;43,000;0,094
510;43,000;0,095
511;43,000;0,092
512;43,000;0,091
513;43,000;0,089
507;44,000;0,092
508;44,000;0,093
509;44,000;0,094
510;44,000;0,096
511;44,000;0,092
512;44,000;0,091
513;44,000;0,090
507;45,000;0,093
508;45,000;0,094
509;45,000;0,095
510;45,000;0,096
511;45,000;0,092
512;45,000;0,091
513;45,000;0,090
507;46,000;0,093
508;46,000;0,094
509;46,000;0,095
510;46,000;0,096
511;46,000;0,093
512;46,000;0,092
513;46,000;0,091
507;47,000;0,093
508;47,000;0,095
509;47,000;0,095
510;47,000;0,097
511;47,000;0,093
512;47,000;0,092
513;47,000;0,091
507;48,000;0,094
508;48,000;0,095
509;48,000;0,096
510;48,000;0,097
511;48,000;0,093
512;48,000;0,092
513;48,000;0,091
507;49,000;0,094
508;49,000;0,095
509;49,000;0,096
510;49,000;0,097
511;49,000;0,094
512;49,000;0,093
513;49,000;0,091
507;50,000;0,094
508;50,000;0,096
509;50,000;0,096
510;50,000;0,097
511;50,000;0,094
512;50,000;0,093
513;50,000;0,092
507;51,000;0,094
508;51,000;0,096
509;51,000;0,096
510;51,000;0,097
511;51,000;0,094
512;51,000;0,093
513;51,000;0,092
507;52,000;0,094
508;52,000;0,096
509;52,000;0,097
510;52,000;0,098
511;52,000;0,094
512;52,000;0,093
513;52,000;0,092
507;53,000;0,094
508;53,000;0,096
509;53,000;0,097
510;53,000;0,098
511;53,000;0,095
512;53,000;0,093
513;53,000;0,092
507;54,000;0,095
508;54,000;0,096
509;54,000;0,097
510;54,000;0,098
511;54,000;0,095
512;54,000;0,093
513;54,000;0,092
507;55,000;0,095
508;55,000;0,096
509;55,000;0,097
510;55,000;0,098
511;55,000;0,095
512;55,000;0,093
513;55,000;0,092
507;56,000;0,095
508;56,000;0,096
509;56,000;0,097
510;56,000;0,098
511;56,000;0,095
512;56,000;0,093
513;56,000;0,092
507;57,000;0,095
508;57,000;0,095
509;57,000;0,096
510;57,000;0,097
511;57,000;0,095
512;57,000;0,093
513;57,000;0,092
507;58,000;0,095
508;58,000;0,095
509;58,000;0,096
510;58,000;0,097
511;58,000;0,094
512;58,000;0,093
513;58,000;0,092
507;59,000;0,095
508;59,000;0,095
509;59,000;0,096
510;59,000;0,097
511;59,000;0,094
512;59,000;0,093
513;59,000;0,091
507;60,000;0,095
508;60,000;0,095
509;60,000;0,096
510;60,000;0,097
511;60,000;0,094
512;60,000;0,093
513;60,000;0,091
507;61,000;0,094
508;61,000;0,095
509;61,000;0,096
510;61,000;0,097
511;61,000;0,094
512;61,000;0,093
513;61,000;0,091
507;62,000;0,094
508;62,000;0,095
509;62,000;0,096
510;62,000;0,096
511;62,000;0,094
512;62,000;0,092
513;62,000;0,090
507;63,000;0,093
508;63,000;0,095
509;63,000;0,095
510;63,000;0,096
511;63,000;0,093
512;63,000;0,092
513;63,000;0,090
507;64,000;0,093
508;64,000;0,094
509;64,000;0,095
510;64,000;0,096
511;64,000;0,093
512;64,000;0,092
513;64,000;0,090
507;65,000;0,093
508;65,000;0,094
509;65,000;0,095
510;65,000;0,096
511;65,000;0,093
512;65,000;0,092
513;65,000;0,090
507;66,000;0,093
508;66,000;0,094
509;66,000;0,095
510;66,000;0,096
511;66,000;0,093
512;66,000;0,091
513;66,000;0,090
507;67,000;0,093
508;67,000;0,094
509;67,000;0,095
510;67,000;0,096
511;67,000;0,093
512;67,000;0,091
513;67,000;0,090
507;68,000;0,093
508;68,000;0,094
509;68,000;0,095
510;68,000;0,096
511;68,000;0,093
512;68,000;0,091
513;68,000;0,089
507;69,000;0,092
508;69,000;0,093
509;69,000;0,095
510;69,000;0,096
511;69,000;0,092
512;69,000;0,091
513;69,000;0,089
507;70,000;0,092
508;70,000;0,093
509;70,000;0,094
510;70,000;0,095
511;70,000;0,092
512;70,000;0,091
513;70,000;0,089
507;71,000;0,092
508;71,000;0,093
509;71,000;0,094
510;71,000;0,095
511;71,000;0,092
512;71,000;0,090
513;71,000;0,089
507;72,000;0,091
508;72,000;0,093
509;72,000;0,094
510;72,000;0,095
511;72,000;0,091
512;72,000;0,090
513;72,000;0,088
507;73,000;0,091
508;73,000;0,092
509;73,000;0,093
510;73,000;0,095
511;73,000;0,091
512;73,000;0,090
513;73,000;0,088
507;74,000;0,091
508;74,000;0,092
509;74,000;0,093
510;74,000;0,094
511;74,000;0,091
512;74,000;0,089
513;74,000;0,088
507;75,000;0,090
508;75,000;0,092
509;75,000;0,093
510;75,000;0,094
511;75,000;0,091
512;75,000;0,089
513;75,000;0,087
507;76,000;0,090
508;76,000;0,091
509;76,000;0,092
510;76,000;0,094
511;76,000;0,090
512;76,000;0,089
513;76,000;0,087
507;77,000;0,090
508;77,000;0,091
509;77,000;0,092
510;77,000;0,094
511;77,000;0,090
512;77,000;0,089
513;77,000;0,087
507;78,000;0,089
508;78,000;0,091
509;78,000;0,092
510;78,000;0,094
511;78,000;0,090
512;78,000;0,088
513;78,000;0,087
507;79,000;0,089
508;79,000;0,090
509;79,000;0,091
510;79,000;0,093
511;79,000;0,089
512;79,000;0,088
513;79,000;0,086
507;80,000;0,089
508;80,000;0,090
509;80,000;0,091
510;80,000;0,093
511;80,000;0,089
512;80,000;0,087
513;80,000;0,086
507;81,000;0,088
508;81,000;0,090
509;81,000;0,091
510;81,000;0,093
511;81,000;0,088
512;81,000;0,087
513;81,000;0,086
507;82,000;0,088
508;82,000;0,089
509;82,000;0,090
510;82,000;0,093
511;82,000;0,088
512;82,000;0,087
513;82,000;0,085
507;83,000;0,087
508;83,000;0,089
509;83,000;0,090
510;83,000;0,092
511;83,000;0,088
512;83,000;0,086
513;83,000;0,085
507;84,000;0,087
508;84,000;0,088
509;84,000;0,089
510;84,000;0,091
511;84,000;0,087
512;84,000;0,086
513;84,000;0,084
507;85,000;0,087
508;85,000;0,088
509;85,000;0,089
510;85,000;0,091
511;85,000;0,087
512;85,000;0,085
513;85,000;0,084
507;86,000;0,086
508;86,000;0,087
509;86,000;0,088
510;86,000;0,091
511;86,000;0,086
512;86,000;0,085
513;86,000;0,083
507;87,000;0,086
508;87,000;0,087
509;87,000;0,088
510;87,000;0,090
511;87,000;0,086
512;87,000;0,084
513;87,000;0,083
507;88,000;0,085
508;88,000;0,086
509;88,000;0,087
510;88,000;0,090
511;88,000;0,085
512;88,000;0,084
513;88,000;0,083
507;89,000;0,085
508;89,000;0,086
509;89,000;0,087
510;89,000;0,089
511;89,000;0,084
512;89,000;0,083
513;89,000;0,082
507;90,000;0,084
508;90,000;0,085
509;90,000;0,086
510;90,000;0,088
511;90,000;0,084
512;90,000;0,083
513;90,000;0,081
507;91,000;0,083
508;91,000;0,085
509;91,000;0,086
510;91,000;0,088
511;91,000;0,083
512;91,000;0,082
513;91,000;0,081
507;92,000;0,083
508;92,000;0,084
509;92,000;0,085
510;92,000;0,087
511;92,000;0,083
512;92,000;0,081
513;92,000;0,080
507;93,000;0,082
508;93,000;0,084
509;93,000;0,084
510;93,000;0,086
511;93,000;0,082
512;93,000;0,081
513;93,000;0,079
507;94,000;0,081
508;94,000;0,083
509;94,000;0,084
510;94,000;0,085
511;94,000;0,081
512;94,000;0,080
513;94,000;0,079
507;95,000;0,081
508;95,000;0,082
509;95,000;0,083
510;95,000;0,085
511;95,000;0,081
512;95,000;0,080
513;95,000;0,078
507;96,000;0,080
508;96,000;0,081
509;96,000;0,082
510;96,000;0,084
511;96,000;0,080
512;96,000;0,079
513;96,000;0,077
507;97,000;0,079
508;97,000;0,081
509;97,000;0,082
510;97,000;0,083
511;97,000;0,079
512;97,000;0,078
513;97,000;0,077
507;98,000;0,079
508;98,000;0,080
509;98,000;0,081
510;98,000;0,083
511;98,000;0,079
512;98,000;0,078
513;98,000;0,076
507;99,000;0,078
508;99,000;0,079
509;99,000;0,080
510;99,000;0,082
511;99,000;0,078
512;99,000;0,077
513;99,000;0,075
507;100,000;0,077
508;100,000;0,078
509;100,000;0,079
510;100,000;0,081
511;100,000;0,077
512;100,000;0,076
513;100,000;0,075
507;101,000;0,076
508;101,000;0,078
509;101,000;0,079
510;101,000;0,080
511;101,000;0,076
512;101,000;0,076
513;101,000;0,074
507;102,000;0,076
508;102,000;0,077
509;102,000;0,078
510;102,000;0,079
511;102,000;0,076
512;102,000;0,075
513;102,000;0,073
507;103,000;0,075
508;103,000;0,076
509;103,000;0,077
510;103,000;0,078
511;103,000;0,075
512;103,000;0,074
513;103,000;0,072
507;104,000;0,074
508;104,000;0,075
509;104,000;0,076
510;104,000;0,077
511;104,000;0,074
512;104,000;0,073
513;104,000;0,072
507;105,000;0,073
508;105,000;0,074
509;105,000;0,075
510;105,000;0,076
511;105,000;0,073
512;105,000;0,072
513;105,000;0,071
507;106,000;0,072
508;106,000;0,073
509;106,000;0,074
510;106,000;0,075
511;106,000;0,072
512;106,000;0,071
513;106,000;0,070
507;107,000;0,071
508;107,000;0,072
509;107,000;0,073
510;107,000;0,074
511;107,000;0,071
512;107,000;0,071
513;107,000;0,069
507;108,000;0,070
508;108,000;0,071
509;108,000;0,072
510;108,000;0,073
511;108,000;0,070
512;108,000;0,070
513;108,000;0,068
507;109,000;0,069
508;109,000;0,070
509;109,000;0,071
510;109,000;0,072
511;109,000;0,069
512;109,000;0,069
513;109,000;0,067
507;110,000;0,069
508;110,000;0,069
509;110,000;0,070
510;110,000;0,071
511;110,000;0,068
512;110,000;0,068
513;110,000;0,067
507;111,000;0,068
508;111,000;0,069
509;111,000;0,069
510;111,000;0,070
511;111,000;0,068
512;111,000;0,067
513;111,000;0,066
507;112,000;0,067
508;112,000;0,068
509;112,000;0,068
510;112,000;0,069
511;112,000;0,067
512;112,000;0,066
513;112,000;0,065
507;113,000;0,067
508;113,000;0,067
509;113,000;0,068
510;113,000;0,068
511;113,000;0,066
512;113,000;0,066
513;113,000;0,065
507;114,000;0,066
508;114,000;0,066
509;114,000;0,067
510;114,000;0,068
511;114,000;0,065
512;114,000;0,065
513;114,000;0,064
507;115,000;0,065
508;115,000;0,066
509;115,000;0,066
510;115,000;0,067
511;115,000;0,065
512;115,000;0,064
513;115,000;0,064
507;116,000;0,065
508;116,000;0,065
509;116,000;0,066
510;116,000;0,066
511;116,000;0,064
512;116,000;0,064
513;116,000;0,063
507;117,000;0,064
508;117,000;0,065
509;117,000;0,065
510;117,000;0,066
511;117,000;0,064
512;117,000;0,063
513;117,000;0,063
507;118,000;0,064
508;118,000;0,064
509;118,000;0,065
510;118,000;0,065
511;118,000;0,063
512;118,000;0,063
513;118,000;0,062
507;119,000;0,063
508;119,000;0,064
509;119,000;0,064
510;119,000;0,065
511;119,000;0,063
512;119,000;0,062
513;119,000;0,062
507;120,000;0,063
508;120,000;0,063
509;120,000;0,064
510;120,000;0,065
511;120,000;0,062
512;120,000;0,062
513;120,000;0,061
507;121,000;0,062
508;121,000;0,063
509;121,000;0,063
510;121,000;0,064
511;121,000;0,062
512;121,000;0,061
513;121,000;0,061
507;122,000;0,062
508;122,000;0,062
509;122,000;0,063
510;122,000;0,064
511;122,000;0,061
512;122,000;0,061
513;122,000;0,060
507;123,000;0,062
508;123,000;0,062
509;123,000;0,062
510;123,000;0,063
511;123,000;0,061
512;123,000;0,060
513;123,000;0,060
507;124,000;0,061
508;124,000;0,061
509;124,000;0,062
510;124,000;0,063
511;124,000;0,061
512;124,000;0,060
513;124,000;0,060
507;125,000;0,061
508;125,000;0,061
509;125,000;0,061
510;125,000;0,062
511;125,000;0,060
512;125,000;0,060
513;125,000;0,059
507;126,000;0,060
508;126,000;0,060
509;126,000;0,061
510;126,000;0,062
511;126,000;0,060
512;126,000;0,059
513;126,000;0,059
507;127,000;0,060
508;127,000;0,060
509;127,000;0,061
510;127,000;0,062
511;127,000;0,059
512;127,000;0,059
513;127,000;0,059
507;128,000;0,059
508;128,000;0,060
509;128,000;0,060
510;128,000;0,061
511;128,000;0,059
512;128,000;0,058
513;128,000;0,058
507;129,000;0,059
508;129,000;0,059
509;129,000;0,060
510;129,000;0,061
511;129,000;0,059
512;129,000;0,058
513;129,000;0,058
507;130,000;0,058
508;130,000;0,059
509;130,000;0,059
510;130,000;0,061
511;130,000;0,058
512;130,000;0,058
513;130,000;0,057
507;131,000;0,058
508;131,000;0,058
509;131,000;0,059
510;131,000;0,060
511;131,000;0,058
512;131,000;0,057
513;131,000;0,057
507;132,000;0,058
508;132,000;0,058
509;132,000;0,059
510;132,000;0,060
511;132,000;0,058
512;132,000;0,057
513;132,000;0,057
507;133,000;0,057
508;133,000;0,058
509;133,000;0,058
510;133,000;0,060
511;133,000;0,057
512;133,000;0,057
513;133,000;0,056
507;134,000;0,057
508;134,000;0,057
509;134,000;0,058
510;134,000;0,059
511;134,000;0,057
512;134,000;0,056
513;134,000;0,056
507;135,000;0,056
508;135,000;0,057
509;135,000;0,057
510;135,000;0,059
511;135,000;0,056
512;135,000;0,056
513;135,000;0,056
507;136,000;0,056
508;136,000;0,057
509;136,000;0,057
510;136,000;0,059
511;136,000;0,056
512;136,000;0,056
513;136,000;0,055
507;137,000;0,056
508;137,000;0,056
509;137,000;0,057
510;137,000;0,058
511;137,000;0,056
512;137,000;0,055
513;137,000;0,055
507;138,000;0,055
508;138,000;0,056
509;138,000;0,056
510;138,000;0,058
511;138,000;0,055
512;138,000;0,055
513;138,000;0,055
507;139,000;0,055
508;139,000;0,056
509;139,000;0,056
510;139,000;0,058
511;139,000;0,055
512;139,000;0,055
513;139,000;0,054
507;140,000;0,055
508;140,000;0,055
509;140,000;0,056
510;140,000;0,057
511;140,000;0,055
512;140,000;0,054
513;140,000;0,054
507;141,000;0,054
508;141,000;0,055
509;141,000;0,055
510;141,000;0,057
511;141,000;0,054
512;141,000;0,054
513;141,000;0,054
507;142,000;0,054
508;142,000;0,055
509;142,000;0,055
510;142,000;0,057
511;142,000;0,054
512;142,000;0,054
513;142,000;0,053
507;143,000;0,054
508;143,000;0,054
509;143,000;0,055
510;143,000;0,057
511;143,000;0,054
512;143,000;0,054
513;143,000;0,053
507;144,000;0,054
508;144,000;0,054
509;144,000;0,054
510;144,000;0,056
511;144,000;0,053
512;144,000;0,053
513;144,000;0,053
507;145,000;0,053
508;145,000;0,054
509;145,000;0,054
510;145,000;0,056
511;145,000;0,053
512;145,000;0,053
513;145,000;0,053
507;146,000;0,053
508;146,000;0,054
509;146,000;0,054
510;146,000;0,056
511;146,000;0,053
512;146,000;0,053
513;146,000;0,052
507;147,000;0,053
508;147,000;0,054
509;147,000;0,054
510;147,000;0,056
511;147,000;0,053
512;147,000;0,053
513;147,000;0,052
507;148,000;0,053
508;148,000;0,053
509;148,000;0,054
510;148,000;0,055
511;148,000;0,052
512;148,000;0,053
513;148,000;0,052
507;149,000;0,053
508;149,000;0,053
509;149,000;0,053
510;149,000;0,055
511;149,000;0,052
512;149,000;0,052
513;149,000;0,051
507;150,000;0,053
508;150,000;0,053
509;150,000;0,053
510;150,000;0,055
511;150,000;0,052
512;150,000;0,052
513;150,000;0,051
507;151,000;0,053
508;151,000;0,053
509;151,000;0,053
510;151,000;0,055
511;151,000;0,052
512;151,000;0,052
513;151,000;0,051
507;152,000;0,053
508;152,000;0,053
509;152,000;0,053
510;152,000;0,055
511;152,000;0,052
512;152,000;0,052
513;152,000;0,051
507;153,000;0,053
508;153,000;0,053
509;153,000;0,052
510;153,000;0,055
511;153,000;0,051
512;153,000;0,051
513;153,000;0,051
507;154,000;0,053
508;154,000;0,053
509;154,000;0,052
510;154,000;0,055
511;154,000;0,051
512;154,000;0,051
513;154,000;0,051
507;155,000;0,053
508;155,000;0,052
509;155,000;0,053
510;155,000;0,055
511;155,000;0,051
512;155,000;0,051
513;155,000;0,051
507;156,000;0,053
508;156,000;0,052
509;156,000;0,053
510;156,000;0,056
511;156,000;0,051
512;156,000;0,051
513;156,000;0,051
507;157,000;0,053
508;157,000;0,052
509;157,000;0,053
510;157,000;0,056
511;157,000;0,051
512;157,000;0,051
513;157,000;0,051
507;158,000;0,053
508;158,000;0,052
509;158,000;0,053
510;158,000;0,056
511;158,000;0,051
512;158,000;0,051
513;158,000;0,051
507;159,000;0,053
508;159,000;0,052
509;159,000;0,053
510;159,000;0,057
511;159,000;0,051
512;159,000;0,051
513;159,000;0,051
507;160,000;0,053
508;160,000;0,052
509;160,000;0,054
510;160,000;0,058
511;160,000;0,051
512;160,000;0,051
513;160,000;0,052
507;161,000;0,054
508;161,000;0,053
509;161,000;0,054
510;161,000;0,059
511;161,000;0,051
512;161,000;0,051
513;161,000;0,052
507;162,000;0,055
508;162,000;0,053
509;162,000;0,055
510;162,000;0,060
511;162,000;0,051
512;162,000;0,051
513;162,000;0,053
507;163,000;0,056
508;163,000;0,054
509;163,000;0,056
510;163,000;0,062
511;163,000;0,052
512;163,000;0,052
513;163,000;0,054
507;164,000;0,057
508;164,000;0,055
509;164,000;0,058
510;164,000;0,065
511;164,000;0,053
512;164,000;0,053
513;164,000;0,055
507;165,000;0,058
508;165,000;0,055
509;165,000;0,059
510;165,000;0,067
511;165,000;0,053
512;165,000;0,054
513;165,000;0,057
507;166,000;0,058
508;166,000;0,056
509;166,000;0,060
510;166,000;0,069
511;166,000;0,054
512;166,000;0,055
513;166,000;0,058
507;167,000;0,059
508;167,000;0,056
509;167,000;0,061
510;167,000;0,070
511;167,000;0,054
512;167,000;0,056
513;167,000;0,058
507;168,000;0,060
508;168,000;0,057
509;168,000;0,062
510;168,000;0,072
511;168,000;0,055
512;168,000;0,056
513;168,000;0,059
507;169,000;0,061
508;169,000;0,058
509;169,000;0,064
510;169,000;0,074
511;169,000;0,056
512;169,000;0,057
513;169,000;0,060
507;170,000;0,063
508;170,000;0,060
509;170,000;0,066
510;170,000;0,077
511;170,000;0,057
512;170,000;0,058
513;170,000;0,062
507;171,000;0,064
508;171,000;0,061
509;171,000;0,068
510;171,000;0,080
511;171,000;0,058
512;171,000;0,060
513;171,000;0,062
507;172,000;0,065
508;172,000;0,062
509;172,000;0,071
510;172,000;0,082
511;172,000;0,059
512;172,000;0,060
513;172,000;0,063
507;173,000;0,066
508;173,000;0,062
509;173,000;0,072
510;173,000;0,083
511;173,000;0,060
512;173,000;0,061
513;173,000;0,063
507;174,000;0,066
508;174,000;0,062
509;174,000;0,073
510;174,000;0,084
511;174,000;0,061
512;174,000;0,062
513;174,000;0,063
507;175,000;0,066
508;175,000;0,061
509;175,000;0,074
510;175,000;0,084
511;175,000;0,061
512;175,000;0,061
513;175,000;0,063
507;176,000;0,066
508;176,000;0,060
509;176,000;0,075
510;176,000;0,085
511;176,000;0,062
512;176,000;0,061
513;176,000;0,064
507;177,000;0,066
508;177,000;0,060
509;177,000;0,074
510;177,000;0,085
511;177,000;0,062
512;177,000;0,061
513;177,000;0,064
507;178,000;0,066
508;178,000;0,060
509;178,000;0,075
510;178,000;0,087
511;178,000;0,062
512;178,000;0,061
513;178,000;0,064
507;179,000;0,067
508;179,000;0,060
509;179,000;0,076
510;179,000;0,087
511;179,000;0,061
512;179,000;0,061
513;179,000;0,065
507;180,000;0,068
508;180,000;0,060
509;180,000;0,076
510;180,000;0,087
511;180,000;0,060
512;180,000;0,061
513;180,000;0,065
507;181,000;0,068
508;181,000;0,059
509;181,000;0,076
510;181,000;0,087
511;181,000;0,059
512;181,000;0,061
513;181,000;0,066
507;182,000;0,069
508;182,000;0,059
509;182,000;0,076
510;182,000;0,085
511;182,000;0,059
512;182,000;0,061
513;182,000;0,068
507;183,000;0,069
508;183,000;0,059
509;183,000;0,077
510;183,000;0,084
511;183,000;0,058
512;183,000;0,062
513;183,000;0,068
507;184,000;0,070
508;184,000;0,060
509;184,000;0,076
510;184,000;0,084
511;184,000;0,059
512;184,000;0,062
513;184,000;0,070
507;185,000;0,070
508;185,000;0,060
509;185,000;0,076
510;185,000;0,086
511;185,000;0,060
512;185,000;0,062
513;185,000;0,071
507;186,000;0,069
508;186,000;0,059
509;186,000;0,076
510;186,000;0,086
511;186,000;0,061
512;186,000;0,062
513;186,000;0,073
507;187,000;0,069
508;187,000;0,059
509;187,000;0,076
510;187,000;0,088
511;187,000;0,060
512;187,000;0,061
513;187,000;0,073
507;188,000;0,068
508;188,000;0,058
509;188,000;0,075
510;188,000;0,088
511;188,000;0,060
512;188,000;0,060
513;188,000;0,073
507;189,000;0,068
508;189,000;0,058
509;189,000;0,074
510;189,000;0,088
511;189,000;0,059
512;189,000;0,060
513;189,000;0,072
507;190,000;0,067
508;190,000;0,057
509;190,000;0,073
510;190,000;0,086
511;190,000;0,057
512;190,000;0,058
513;190,000;0,070
507;191,000;0,066
508;191,000;0,057
509;191,000;0,071
510;191,000;0,086
511;191,000;0,056
512;191,000;0,057
513;191,000;0,068
507;192,000;0,066
508;192,000;0,056
509;192,000;0,070
510;192,000;0,085
511;192,000;0,055
512;192,000;0,056
513;192,000;0,067
507;193,000;0,065
508;193,000;0,056
509;193,000;0,068
510;193,000;0,084
511;193,000;0,055
512;193,000;0,056
513;193,000;0,066
507;194,000;0,064
508;194,000;0,055
509;194,000;0,066
510;194,000;0,083
511;194,000;0,054
512;194,000;0,055
513;194,000;0,065
507;195,000;0,063
508;195,000;0,055
509;195,000;0,065
510;195,000;0,083
511;195,000;0,054
512;195,000;0,055
513;195,000;0,065
507;196,000;0,062
508;196,000;0,055
509;196,000;0,065
510;196,000;0,082
511;196,000;0,054
512;196,000;0,054
513;196,000;0,065
507;197,000;0,062
508;197,000;0,055
509;197,000;0,064
510;197,000;0,082
511;197,000;0,054
512;197,000;0,054
513;197,000;0,064
507;198,000;0,062
508;198,000;0,055
509;198,000;0,064
510;198,000;0,082
511;198,000;0,054
512;198,000;0,054
513;198,000;0,064
507;199,000;0,062
508;199,000;0,055
509;199,000;0,064
510;199,000;0,082
511;199,000;0,054
512;199,000;0,054
513;199,000;0,064
507;200,000;0,062
508;200,000;0,055
509;200,000;0,064
510;200,000;0,083
511;200,000;0,054
512;200,000;0,054
513;200,000;0,063
507;201,000;0,062
508;201,000;0,056
509;201,000;0,064
510;201,000;0,083
511;201,000;0,055
512;201,000;0,054
513;201,000;0,063
507;202,000;0,062
508;202,000;0,056
509;202,000;0,064
510;202,000;0,084
511;202,000;0,055
512;202,000;0,054
513;202,000;0,062
507;203,000;0,062
508;203,000;0,056
509;203,000;0,064
510;203,000;0,086
511;203,000;0,056
512;203,000;0,055
513;203,000;0,063
507;204,000;0,063
508;204,000;0,056
509;204,000;0,065
510;204,000;0,089
511;204,000;0,057
512;204,000;0,056
513;204,000;0,063
507;205,000;0,063
508;205,000;0,056
509;205,000;0,065
510;205,000;0,091
511;205,000;0,059
512;205,000;0,057
513;205,000;0,064
507;206,000;0,063
508;206,000;0,056
509;206,000;0,065
510;206,000;0,094
511;206,000;0,060
512;206,000;0,057
513;206,000;0,066
507;207,000;0,063
508;207,000;0,056
509;207,000;0,065
510;207,000;0,094
511;207,000;0,060
512;207,000;0,058
513;207,000;0,065
507;208,000;0,063
508;208,000;0,056
509;208,000;0,066
510;208,000;0,096
511;208,000;0,061
512;208,000;0,058
513;208,000;0,066
507;209,000;0,063
508;209,000;0,056
509;209,000;0,065
510;209,000;0,098
511;209,000;0,061
512;209,000;0,057
513;209,000;0,066
507;210,000;0,063
508;210,000;0,055
509;210,000;0,064
510;210,000;0,098
511;210,000;0,060
512;210,000;0,057
513;210,000;0,066
507;211,000;0,062
508;211,000;0,055
509;211,000;0,064
510;211,000;0,097
511;211,000;0,060
512;211,000;0,056
513;211,000;0,064
507;212,000;0,061
508;212,000;0,055
509;212,000;0,063
510;212,000;0,095
511;212,000;0,058
512;212,000;0,055
513;212,000;0,062
507;213,000;0,061
508;213,000;0,055
509;213,000;0,061
510;213,000;0,094
511;213,000;0,057
512;213,000;0,054
513;213,000;0,061
507;214,000;0,060
508;214,000;0,055
509;214,000;0,060
510;214,000;0,089
511;214,000;0,055
512;214,000;0,054
513;214,000;0,059
507;215,000;0,060
508;215,000;0,056
509;215,000;0,059
510;215,000;0,086
511;215,000;0,054
512;215,000;0,054
513;215,000;0,058
507;216,000;0,060
508;216,000;0,055
509;216,000;0,059
510;216,000;0,084
511;216,000;0,053
512;216,000;0,054
513;216,000;0,057
507;217,000;0,061
508;217,000;0,056
509;217,000;0,058
510;217,000;0,082
511;217,000;0,052
512;217,000;0,054
513;217,000;0,057
507;218,000;0,061
508;218,000;0,057
509;218,000;0,058
510;218,000;0,081
511;218,000;0,052
512;218,000;0,053
513;218,000;0,057
507;219,000;0,061
508;219,000;0,058
509;219,000;0,058
510;219,000;0,081
511;219,000;0,052
512;219,000;0,053
513;219,000;0,057
507;220,000;0,061
508;220,000;0,058
509;220,000;0,058
510;220,000;0,083
511;220,000;0,053
512;220,000;0,053
513;220,000;0,057
507;221,000;0,061
508;221,000;0,058
509;221,000;0,058
510;221,000;0,083
511;221,000;0,053
512;221,000;0,054
513;221,000;0,057
507;222,000;0,061
508;222,000;0,057
509;222,000;0,058
510;222,000;0,084
511;222,000;0,053
512;222,000;0,054
513;222,000;0,057
507;223,000;0,060
508;223,000;0,056
509;223,000;0,058
510;223,000;0,084
511;223,000;0,053
512;223,000;0,055
513;223,000;0,056
507;224,000;0,059
508;224,000;0,055
509;224,000;0,057
510;224,000;0,084
511;224,000;0,053
512;224,000;0,055
513;224,000;0,056
507;225,000;0,058
508;225,000;0,054
509;225,000;0,057
510;225,000;0,085
511;225,000;0,054
512;225,000;0,055
513;225,000;0,055
507;226,000;0,057
508;226,000;0,053
509;226,000;0,057
510;226,000;0,085
511;226,000;0,054
512;226,000;0,056
