X_MM;Fi;Brightness
500;17,000;0,080
501;17,000;0,081
502;17,000;0,081
503;17,000;0,080
504;17,000;0,080
505;17,000;0,078
506;17,000;0,076
500;18,000;0,080
501;18,000;0,081
502;18,000;0,081
503;18,000;0,081
504;18,000;0,080
505;18,000;0,079
506;18,000;0,077
500;19,000;0,081
501;19,000;0,082
502;19,000;0,081
503;19,000;0,081
504;19,000;0,081
505;19,000;0,079
506;19,000;0,077
500;20,000;0,081
501;20,000;0,082
502;20,000;0,082
503;20,000;0,082
504;20,000;0,081
505;20,000;0,080
506;20,000;0,078
500;21,000;0,082
501;21,000;0,083
502;21,000;0,083
503;21,000;0,082
504;21,000;0,082
505;21,000;0,080
506;21,000;0,079
500;22,000;0,082
501;22,000;0,083
502;22,000;0,083
503;22,000;0,083
504;22,000;0,082
505;22,000;0,081
506;22,000;0,079
500;23,000;0,082
501;23,000;0,083
502;23,000;0,083
503;23,000;0,083
504;23,000;0,083
505;23,000;0,081
506;23,000;0,079
500;24,000;0,083
501;24,000;0,084
502;24,000;0,084
503;24,000;0,084
504;24,000;0,084
505;24,000;0,082
506;24,000;0,080
500;25,000;0,084
501;25,000;0,085
502;25,000;0,085
503;25,000;0,085
504;25,000;0,084
505;25,000;0,083
506;25,000;0,081
500;26,000;0,084
501;26,000;0,086
502;26,000;0,086
503;26,000;0,085
504;26,000;0,085
505;26,000;0,083
506;26,000;0,082
500;27,000;0,085
501;27,000;0,086
502;27,000;0,086
503;27,000;0,086
504;27,000;0,086
505;27,000;0,084
506;27,000;0,082
500;28,000;0,085
501;28,000;0,087
502;28,000;0,087
503;28,000;0,087
504;28,000;0,086
505;28,000;0,084
506;28,000;0,083
500;29,000;0,086
501;29,000;0,087
502;29,000;0,087
503;29,000;0,087
504;29,000;0,087
505;29,000;0,085
506;29,000;0,083
500;30,000;0,086
501;30,000;0,088
502;30,000;0,088
503;30,000;0,088
504;30,000;0,087
505;30,000;0,085
506;30,000;0,084
500;31,000;0,087
501;31,000;0,088
502;31,000;0,088
503;31,000;0,088
504;31,000;0,087
505;31,000;0,086
506;31,000;0,084
500;32,000;0,087
501;32,000;0,089
502;32,000;0,089
503;32,000;0,088
504;32,000;0,088
505;32,000;0,086
506;32,000;0,085
500;33,000;0,088
501;33,000;0,089
502;33,000;0,089
503;33,000;0,089
504;33,000;0,088
505;33,000;0,087
506;33,000;0,085
500;34,000;0,088
501;34,000;0,090
502;34,000;0,090
503;34,000;0,089
504;34,000;0,089
505;34,000;0,087
506;34,000;0,086
500;35,000;0,089
501;35,000;0,090
502;35,000;0,090
503;35,000;0,090
504;35,000;0,089
505;35,000;0,088
506;35,000;0,086
500;36,000;0,089
501;36,000;0,090
502;36,000;0,090
503;36,000;0,090
504;36,000;0,089
505;36,000;0,088
506;36,000;0,086
500;37,000;0,089
501;37,000;0,091
502;37,000;0,091
503;37,000;0,091
504;37,000;0,090
505;37,000;0,088
506;37,000;0,087
500;38,000;0,090
501;38,000;0,091
502;38,000;0,091
503;38,000;0,091
504;38,000;0,090
505;38,000;0,089
506;38,000;0,087
500;39,000;0,090
501;39,000;0,091
502;39,000;0,092
503;39,000;0,091
504;39,000;0,091
505;39,000;0,089
506;39,000;0,088
500;40,000;0,090
501;40,000;0,092
502;40,000;0,092
503;40,000;0,092
504;40,000;0,091
505;40,000;0,090
506;40,000;0,088
500;41,000;0,091
501;41,000;0,092
502;41,000;0,092
503;41,000;0,092
504;41,000;0,092
505;41,000;0,090
506;41,000;0,089
500;42,000;0,091
501;42,000;0,093
502;42,000;0,093
503;42,000;0,093
504;42,000;0,092
505;42,000;0,090
506;42,000;0,089
500;43,000;0,092
501;43,000;0,093
502;43,000;0,093
503;43,000;0,093
504;43,000;0,092
505;43,000;0,091
506;43,000;0,090
500;44,000;0,092
501;44,000;0,093
502;44,000;0,093
503;44,000;0,093
504;44,000;0,093
505;44,000;0,091
506;44,000;0,090
500;45,000;0,091
501;45,000;0,093
502;45,000;0,093
503;45,000;0,093
504;45,000;0,092
505;45,000;0,091
506;45,000;0,090
500;46,000;0,091
501;46,000;0,093
502;46,000;0,093
503;46,000;0,093
504;46,000;0,092
505;46,000;0,091
506;46,000;0,090
500;47,000;0,092
501;47,000;0,093
502;47,000;0,093
503;47,000;0,094
504;47,000;0,093
505;47,000;0,091
506;47,000;0,090
500;48,000;0,093
501;48,000;0,094
502;48,000;0,094
503;48,000;0,094
504;48,000;0,094
505;48,000;0,092
506;48,000;0,091
500;49,000;0,093
501;49,000;0,094
502;49,000;0,094
503;49,000;0,094
504;49,000;0,094
505;49,000;0,092
506;49,000;0,091
500;50,000;0,093
501;50,000;0,094
502;50,000;0,095
503;50,000;0,095
504;50,000;0,094
505;50,000;0,092
506;50,000;0,091
500;51,000;0,093
501;51,000;0,094
502;51,000;0,095
503;51,000;0,095
504;51,000;0,094
505;51,000;0,093
506;51,000;0,091
500;52,000;0,093
501;52,000;0,095
502;52,000;0,095
503;52,000;0,095
504;52,000;0,095
505;52,000;0,093
506;52,000;0,092
500;53,000;0,093
501;53,000;0,094
502;53,000;0,094
503;53,000;0,095
504;53,000;0,094
505;53,000;0,092
506;53,000;0,091
500;54,000;0,093
501;54,000;0,094
502;54,000;0,094
503;54,000;0,094
504;54,000;0,094
505;54,000;0,092
506;54,000;0,091
500;55,000;0,093
501;55,000;0,094
502;55,000;0,094
503;55,000;0,094
504;55,000;0,094
505;55,000;0,092
506;55,000;0,091
500;56,000;0,093
501;56,000;0,094
502;56,000;0,094
503;56,000;0,094
504;56,000;0,094
505;56,000;0,092
506;56,000;0,091
500;57,000;0,093
501;57,000;0,094
502;57,000;0,094
503;57,000;0,095
504;57,000;0,094
505;57,000;0,092
506;57,000;0,091
500;58,000;0,093
501;58,000;0,094
502;58,000;0,095
503;58,000;0,095
504;58,000;0,094
505;58,000;0,092
506;58,000;0,091
500;59,000;0,093
501;59,000;0,094
502;59,000;0,094
503;59,000;0,094
504;59,000;0,094
505;59,000;0,092
506;59,000;0,091
500;60,000;0,093
501;60,000;0,094
502;60,000;0,094
503;60,000;0,094
504;60,000;0,093
505;60,000;0,091
506;60,000;0,090
500;61,000;0,091
501;61,000;0,092
502;61,000;0,093
503;61,000;0,093
504;61,000;0,092
505;61,000;0,090
506;61,000;0,089
500;62,000;0,088
501;62,000;0,089
502;62,000;0,089
503;62,000;0,089
504;62,000;0,089
505;62,000;0,087
506;62,000;0,086
500;63,000;0,086
501;63,000;0,087
502;63,000;0,087
503;63,000;0,087
504;63,000;0,087
505;63,000;0,085
506;63,000;0,084
500;64,000;0,086
501;64,000;0,087
502;64,000;0,087
503;64,000;0,087
504;64,000;0,087
505;64,000;0,085
506;64,000;0,083
500;65,000;0,086
501;65,000;0,087
502;65,000;0,087
503;65,000;0,087
504;65,000;0,086
505;65,000;0,084
506;65,000;0,083
500;66,000;0,085
501;66,000;0,086
502;66,000;0,086
503;66,000;0,086
504;66,000;0,085
505;66,000;0,084
506;66,000;0,082
500;67,000;0,086
501;67,000;0,086
502;67,000;0,087
503;67,000;0,087
504;67,000;0,086
505;67,000;0,084
506;67,000;0,083
500;68,000;0,085
501;68,000;0,086
502;68,000;0,086
503;68,000;0,086
504;68,000;0,085
505;68,000;0,084
506;68,000;0,082
500;69,000;0,085
501;69,000;0,086
502;69,000;0,086
503;69,000;0,086
504;69,000;0,085
505;69,000;0,084
506;69,000;0,082
500;70,000;0,086
501;70,000;0,086
502;70,000;0,086
503;70,000;0,086
504;70,000;0,086
505;70,000;0,084
506;70,000;0,083
500;71,000;0,090
501;71,000;0,090
502;71,000;0,090
503;71,000;0,090
504;71,000;0,089
505;71,000;0,088
506;71,000;0,087
500;72,000;0,091
501;72,000;0,091
502;72,000;0,092
503;72,000;0,091
504;72,000;0,091
505;72,000;0,089
506;72,000;0,088
500;73,000;0,091
501;73,000;0,092
502;73,000;0,092
503;73,000;0,092
504;73,000;0,091
505;73,000;0,089
506;73,000;0,088
500;74,000;0,091
501;74,000;0,091
502;74,000;0,092
503;74,000;0,092
504;74,000;0,091
505;74,000;0,089
506;74,000;0,088
500;75,000;0,091
501;75,000;0,091
502;75,000;0,091
503;75,000;0,091
504;75,000;0,090
505;75,000;0,089
506;75,000;0,088
500;76,000;0,091
501;76,000;0,091
502;76,000;0,091
503;76,000;0,091
504;76,000;0,090
505;76,000;0,089
506;76,000;0,087
500;77,000;0,090
501;77,000;0,091
502;77,000;0,091
503;77,000;0,091
504;77,000;0,090
505;77,000;0,088
506;77,000;0,087
500;78,000;0,090
501;78,000;0,090
502;78,000;0,091
503;78,000;0,091
504;78,000;0,090
505;78,000;0,088
506;78,000;0,087
500;79,000;0,090
501;79,000;0,090
502;79,000;0,090
503;79,000;0,090
504;79,000;0,089
505;79,000;0,088
506;79,000;0,086
500;80,000;0,089
501;80,000;0,090
502;80,000;0,090
503;80,000;0,090
504;80,000;0,089
505;80,000;0,087
506;80,000;0,086
500;81,000;0,089
501;81,000;0,089
502;81,000;0,089
503;81,000;0,089
504;81,000;0,089
505;81,000;0,087
506;81,000;0,086
500;82,000;0,089
501;82,000;0,089
502;82,000;0,089
503;82,000;0,089
504;82,000;0,088
505;82,000;0,087
506;82,000;0,085
500;83,000;0,088
501;83,000;0,088
502;83,000;0,089
503;83,000;0,089
504;83,000;0,088
505;83,000;0,086
506;83,000;0,085
500;84,000;0,088
501;84,000;0,088
502;84,000;0,088
503;84,000;0,088
504;84,000;0,087
505;84,000;0,086
506;84,000;0,085
500;85,000;0,087
501;85,000;0,087
502;85,000;0,088
503;85,000;0,088
504;85,000;0,087
505;85,000;0,085
506;85,000;0,084
500;86,000;0,087
501;86,000;0,087
502;86,000;0,087
503;86,000;0,087
504;86,000;0,086
505;86,000;0,085
506;86,000;0,084
500;87,000;0,086
501;87,000;0,086
502;87,000;0,087
503;87,000;0,087
504;87,000;0,086
505;87,000;0,084
506;87,000;0,083
500;88,000;0,085
501;88,000;0,086
502;88,000;0,086
503;88,000;0,086
504;88,000;0,085
505;88,000;0,084
506;88,000;0,083
500;89,000;0,085
501;89,000;0,085
502;89,000;0,086
503;89,000;0,086
504;89,000;0,085
505;89,000;0,083
506;89,000;0,082
500;90,000;0,084
501;90,000;0,085
502;90,000;0,085
503;90,000;0,085
504;90,000;0,084
505;90,000;0,083
506;90,000;0,082
500;91,000;0,084
501;91,000;0,084
502;91,000;0,085
503;91,000;0,084
504;91,000;0,084
505;91,000;0,082
506;91,000;0,081
500;92,000;0,083
501;92,000;0,084
502;92,000;0,084
503;92,000;0,084
504;92,000;0,083
505;92,000;0,082
506;92,000;0,081
500;93,000;0,082
501;93,000;0,083
502;93,000;0,083
503;93,000;0,083
504;93,000;0,083
505;93,000;0,081
506;93,000;0,080
500;94,000;0,082
501;94,000;0,082
502;94,000;0,083
503;94,000;0,083
504;94,000;0,082
505;94,000;0,080
506;94,000;0,079
500;95,000;0,081
501;95,000;0,082
502;95,000;0,082
503;95,000;0,082
504;95,000;0,081
505;95,000;0,080
506;95,000;0,079
500;96,000;0,080
501;96,000;0,081
502;96,000;0,081
503;96,000;0,081
504;96,000;0,081
505;96,000;0,079
506;96,000;0,078
500;97,000;0,079
501;97,000;0,080
502;97,000;0,081
503;97,000;0,081
504;97,000;0,080
505;97,000;0,079
506;97,000;0,077
500;98,000;0,078
501;98,000;0,079
502;98,000;0,080
503;98,000;0,080
504;98,000;0,079
505;98,000;0,078
506;98,000;0,077
500;99,000;0,078
501;99,000;0,079
502;99,000;0,079
503;99,000;0,079
504;99,000;0,079
505;99,000;0,077
506;99,000;0,076
500;100,000;0,077
501;100,000;0,078
502;100,000;0,078
503;100,000;0,078
504;100,000;0,078
505;100,000;0,076
506;100,000;0,075
500;101,000;0,076
501;101,000;0,077
502;101,000;0,077
503;101,000;0,077
504;101,000;0,077
505;101,000;0,075
506;101,000;0,074
500;102,000;0,075
501;102,000;0,076
502;102,000;0,076
503;102,000;0,076
504;102,000;0,076
505;102,000;0,074
506;102,000;0,073
500;103,000;0,074
501;103,000;0,075
502;103,000;0,076
503;103,000;0,076
504;103,000;0,075
505;103,000;0,074
506;103,000;0,072
500;104,000;0,073
501;104,000;0,074
502;104,000;0,075
503;104,000;0,075
504;104,000;0,074
505;104,000;0,073
506;104,000;0,072
500;105,000;0,073
501;105,000;0,074
502;105,000;0,074
503;105,000;0,074
504;105,000;0,074
505;105,000;0,072
506;105,000;0,071
500;106,000;0,072
501;106,000;0,073
502;106,000;0,073
503;106,000;0,073
504;106,000;0,073
505;106,000;0,071
506;106,000;0,070
500;107,000;0,071
501;107,000;0,072
502;107,000;0,072
503;107,000;0,072
504;107,000;0,072
505;107,000;0,070
506;107,000;0,069
500;108,000;0,070
501;108,000;0,071
502;108,000;0,071
503;108,000;0,071
504;108,000;0,071
505;108,000;0,069
506;108,000;0,068
500;109,000;0,070
501;109,000;0,070
502;109,000;0,070
503;109,000;0,070
504;109,000;0,070
505;109,000;0,069
506;109,000;0,067
500;110,000;0,069
501;110,000;0,069
502;110,000;0,070
503;110,000;0,069
504;110,000;0,069
505;110,000;0,068
506;110,000;0,067
500;111,000;0,068
501;111,000;0,069
502;111,000;0,069
503;111,000;0,069
504;111,000;0,068
505;111,000;0,067
506;111,000;0,066
500;112,000;0,067
501;112,000;0,068
502;112,000;0,068
503;112,000;0,068
504;112,000;0,067
505;112,000;0,066
506;112,000;0,065
500;113,000;0,067
501;113,000;0,067
502;113,000;0,067
503;113,000;0,067
504;113,000;0,067
505;113,000;0,066
506;113,000;0,064
500;114,000;0,066
501;114,000;0,067
502;114,000;0,067
503;114,000;0,066
504;114,000;0,066
505;114,000;0,065
506;114,000;0,064
500;115,000;0,066
501;115,000;0,066
502;115,000;0,066
503;115,000;0,066
504;115,000;0,066
505;115,000;0,064
506;115,000;0,063
500;116,000;0,065
501;116,000;0,065
502;116,000;0,065
503;116,000;0,065
504;116,000;0,065
505;116,000;0,064
506;116,000;0,063
500;117,000;0,065
501;117,000;0,065
502;117,000;0,065
503;117,000;0,065
504;117,000;0,064
505;117,000;0,063
506;117,000;0,062
500;118,000;0,064
501;118,000;0,064
502;118,000;0,064
503;118,000;0,064
504;118,000;0,064
505;118,000;0,063
506;118,000;0,062
500;119,000;0,064
501;119,000;0,064
502;119,000;0,064
503;119,000;0,064
504;119,000;0,064
505;119,000;0,062
506;119,000;0,061
500;120,000;0,063
501;120,000;0,063
502;120,000;0,063
503;120,000;0,063
504;120,000;0,063
505;120,000;0,062
506;120,000;0,061
500;121,000;0,063
501;121,000;0,063
502;121,000;0,063
503;121,000;0,063
504;121,000;0,062
505;121,000;0,061
506;121,000;0,060
500;122,000;0,062
501;122,000;0,062
502;122,000;0,062
503;122,000;0,062
504;122,000;0,062
505;122,000;0,061
506;122,000;0,060
500;123,000;0,061
501;123,000;0,062
502;123,000;0,062
503;123,000;0,062
504;123,000;0,061
505;123,000;0,060
506;123,000;0,059
500;124,000;0,061
501;124,000;0,061
502;124,000;0,061
503;124,000;0,061
504;124,000;0,061
505;124,000;0,060
506;124,000;0,059
500;125,000;0,061
501;125,000;0,061
502;125,000;0,061
503;125,000;0,061
504;125,000;0,060
505;125,000;0,060
506;125,000;0,059
500;126,000;0,060
501;126,000;0,060
502;126,000;0,060
503;126,000;0,060
504;126,000;0,060
505;126,000;0,059
506;126,000;0,058
500;127,000;0,060
501;127,000;0,060
502;127,000;0,060
503;127,000;0,060
504;127,000;0,060
505;127,000;0,059
506;127,000;0,058
500;128,000;0,059
501;128,000;0,060
502;128,000;0,060
503;128,000;0,060
504;128,000;0,059
505;128,000;0,059
506;128,000;0,057
500;129,000;0,059
501;129,000;0,059
502;129,000;0,059
503;129,000;0,059
504;129,000;0,059
505;129,000;0,058
506;129,000;0,057
500;130,000;0,058
501;130,000;0,059
502;130,000;0,059
503;130,000;0,059
504;130,000;0,059
505;130,000;0,058
506;130,000;0,057
500;131,000;0,058
501;131,000;0,058
502;131,000;0,058
503;131,000;0,058
504;131,000;0,058
505;131,000;0,058
506;131,000;0,056
500;132,000;0,058
501;132,000;0,058
502;132,000;0,058
503;132,000;0,058
504;132,000;0,058
505;132,000;0,057
506;132,000;0,056
500;133,000;0,057
501;133,000;0,058
502;133,000;0,057
503;133,000;0,058
504;133,000;0,058
505;133,000;0,057
506;133,000;0,055
500;134,000;0,057
501;134,000;0,057
502;134,000;0,057
503;134,000;0,057
504;134,000;0,057
505;134,000;0,056
506;134,000;0,055
500;135,000;0,056
501;135,000;0,057
502;135,000;0,057
503;135,000;0,057
504;135,000;0,057
505;135,000;0,056
506;135,000;0,055
500;136,000;0,056
501;136,000;0,057
502;136,000;0,056
503;136,000;0,056
504;136,000;0,056
505;136,000;0,056
506;136,000;0,054
500;137,000;0,056
501;137,000;0,056
502;137,000;0,056
503;137,000;0,056
504;137,000;0,056
505;137,000;0,056
506;137,000;0,054
500;138,000;0,055
501;138,000;0,056
502;138,000;0,056
503;138,000;0,056
504;138,000;0,056
505;138,000;0,055
506;138,000;0,054
500;139,000;0,055
501;139,000;0,055
502;139,000;0,055
503;139,000;0,055
504;139,000;0,055
505;139,000;0,055
506;139,000;0,054
500;140,000;0,055
501;140,000;0,055
502;140,000;0,055
503;140,000;0,055
504;140,000;0,055
505;140,000;0,055
506;140,000;0,053
500;141,000;0,055
501;141,000;0,055
502;141,000;0,054
503;141,000;0,054
504;141,000;0,055
505;141,000;0,054
506;141,000;0,053
500;142,000;0,054
501;142,000;0,054
502;142,000;0,054
503;142,000;0,054
504;142,000;0,055
505;142,000;0,054
506;142,000;0,053
500;143,000;0,054
501;143,000;0,054
502;143,000;0,054
503;143,000;0,054
504;143,000;0,054
505;143,000;0,053
506;143,000;0,052
500;144,000;0,054
501;144,000;0,054
502;144,000;0,053
503;144,000;0,054
504;144,000;0,054
505;144,000;0,053
506;144,000;0,052
500;145,000;0,054
501;145,000;0,053
502;145,000;0,053
503;145,000;0,053
504;145,000;0,054
505;145,000;0,053
506;145,000;0,052
500;146,000;0,054
501;146,000;0,053
502;146,000;0,053
503;146,000;0,053
504;146,000;0,054
505;146,000;0,052
506;146,000;0,052
500;147,000;0,053
501;147,000;0,053
502;147,000;0,053
503;147,000;0,053
504;147,000;0,053
505;147,000;0,052
506;147,000;0,052
500;148,000;0,053
501;148,000;0,053
502;148,000;0,052
503;148,000;0,052
504;148,000;0,053
505;148,000;0,052
506;148,000;0,051
500;149,000;0,053
501;149,000;0,052
502;149,000;0,052
503;149,000;0,052
504;149,000;0,053
505;149,000;0,052
506;149,000;0,051
500;150,000;0,053
501;150,000;0,052
502;150,000;0,052
503;150,000;0,052
504;150,000;0,052
505;150,000;0,052
506;150,000;0,051
500;151,000;0,053
501;151,000;0,052
502;151,000;0,052
503;151,000;0,051
504;151,000;0,052
505;151,000;0,051
506;151,000;0,051
500;152,000;0,053
501;152,000;0,052
502;152,000;0,052
503;152,000;0,051
504;152,000;0,052
505;152,000;0,051
506;152,000;0,051
500;153,000;0,053
501;153,000;0,052
502;153,000;0,051
503;153,000;0,051
504;153,000;0,051
505;153,000;0,051
506;153,000;0,050
500;154,000;0,054
501;154,000;0,052
502;154,000;0,051
503;154,000;0,050
504;154,000;0,051
505;154,000;0,051
506;154,000;0,050
500;155,000;0,054
501;155,000;0,051
502;155,000;0,051
503;155,000;0,050
504;155,000;0,051
505;155,000;0,050
506;155,000;0,050
500;156,000;0,054
501;156,000;0,051
502;156,000;0,050
503;156,000;0,050
504;156,000;0,051
505;156,000;0,050
506;156,000;0,050
500;157,000;0,053
501;157,000;0,051
502;157,000;0,050
503;157,000;0,050
504;157,000;0,051
505;157,000;0,050
506;157,000;0,050
500;158,000;0,053
501;158,000;0,050
502;158,000;0,050
503;158,000;0,050
504;158,000;0,051
505;158,000;0,050
506;158,000;0,050
500;159,000;0,052
501;159,000;0,050
502;159,000;0,049
503;159,000;0,050
504;159,000;0,050
505;159,000;0,050
506;159,000;0,050
500;160,000;0,051
501;160,000;0,050
502;160,000;0,049
503;160,000;0,050
504;160,000;0,050
505;160,000;0,050
506;160,000;0,050
500;161,000;0,052
501;161,000;0,050
502;161,000;0,050
503;161,000;0,050
504;161,000;0,051
505;161,000;0,050
506;161,000;0,051
500;162,000;0,052
501;162,000;0,051
502;162,000;0,050
503;162,000;0,050
504;162,000;0,051
505;162,000;0,050
506;162,000;0,051
500;163,000;0,053
501;163,000;0,052
502;163,000;0,050
503;163,000;0,051
504;163,000;0,052
505;163,000;0,051
506;163,000;0,052
500;164,000;0,054
501;164,000;0,052
502;164,000;0,051
503;164,000;0,051
504;164,000;0,053
505;164,000;0,051
506;164,000;0,054
500;165,000;0,055
501;165,000;0,053
502;165,000;0,051
503;165,000;0,052
504;165,000;0,054
505;165,000;0,052
506;165,000;0,055
500;166,000;0,055
501;166,000;0,053
502;166,000;0,052
503;166,000;0,052
504;166,000;0,055
505;166,000;0,053
506;166,000;0,056
500;167,000;0,056
501;167,000;0,053
502;167,000;0,052
503;167,000;0,053
504;167,000;0,056
505;167,000;0,053
506;167,000;0,057
500;168,000;0,056
501;168,000;0,054
502;168,000;0,053
503;168,000;0,054
504;168,000;0,056
505;168,000;0,054
506;168,000;0,058
500;169,000;0,057
501;169,000;0,054
502;169,000;0,053
503;169,000;0,055
504;169,000;0,057
505;169,000;0,054
506;169,000;0,059
500;170,000;0,058
501;170,000;0,055
502;170,000;0,054
503;170,000;0,056
504;170,000;0,059
505;170,000;0,055
506;170,000;0,060
500;171,000;0,059
501;171,000;0,056
502;171,000;0,055
503;171,000;0,058
504;171,000;0,060
505;171,000;0,056
506;171,000;0,062
500;172,000;0,060
501;172,000;0,057
502;172,000;0,056
503;172,000;0,059
504;172,000;0,061
505;172,000;0,057
506;172,000;0,063
500;173,000;0,061
501;173,000;0,057
502;173,000;0,056
503;173,000;0,060
504;173,000;0,062
505;173,000;0,057
506;173,000;0,064
500;174,000;0,061
501;174,000;0,057
502;174,000;0,056
503;174,000;0,060
504;174,000;0,062
505;174,000;0,057
506;174,000;0,065
500;175,000;0,060
501;175,000;0,056
502;175,000;0,056
503;175,000;0,059
504;175,000;0,061
505;175,000;0,057
506;175,000;0,066
500;176,000;0,059
501;176,000;0,056
502;176,000;0,055
503;176,000;0,059
504;176,000;0,061
505;176,000;0,056
506;176,000;0,066
500;177,000;0,059
501;177,000;0,056
502;177,000;0,055
503;177,000;0,059
504;177,000;0,060
505;177,000;0,056
506;177,000;0,066
500;178,000;0,058
501;178,000;0,056
502;178,000;0,055
503;178,000;0,059
504;178,000;0,060
505;178,000;0,057
506;178,000;0,067
500;179,000;0,058
501;179,000;0,056
502;179,000;0,055
503;179,000;0,059
504;179,000;0,060
505;179,000;0,058
506;179,000;0,066
500;180,000;0,059
501;180,000;0,056
502;180,000;0,055
503;180,000;0,060
504;180,000;0,060
505;180,000;0,059
506;180,000;0,066
500;181,000;0,059
501;181,000;0,056
502;181,000;0,055
503;181,000;0,060
504;181,000;0,060
505;181,000;0,059
506;181,000;0,065
500;182,000;0,060
501;182,000;0,057
502;182,000;0,056
503;182,000;0,061
504;182,000;0,060
505;182,000;0,059
506;182,000;0,064
500;183,000;0,061
501;183,000;0,057
502;183,000;0,056
503;183,000;0,061
504;183,000;0,061
505;183,000;0,060
506;183,000;0,063
500;184,000;0,061
501;184,000;0,057
502;184,000;0,057
503;184,000;0,061
504;184,000;0,061
505;184,000;0,060
506;184,000;0,064
500;185,000;0,061
501;185,000;0,057
502;185,000;0,057
503;185,000;0,061
504;185,000;0,061
505;185,000;0,060
506;185,000;0,065
500;186,000;0,061
501;186,000;0,056
502;186,000;0,056
503;186,000;0,060
504;186,000;0,061
505;186,000;0,060
506;186,000;0,066
500;187,000;0,061
501;187,000;0,056
502;187,000;0,056
503;187,000;0,059
504;187,000;0,060
505;187,000;0,060
506;187,000;0,066
500;188,000;0,060
501;188,000;0,055
502;188,000;0,055
503;188,000;0,059
504;188,000;0,060
505;188,000;0,061
506;188,000;0,067
500;189,000;0,060
501;189,000;0,054
502;189,000;0,054
503;189,000;0,060
504;189,000;0,058
505;189,000;0,060
506;189,000;0,065
500;190,000;0,059
501;190,000;0,054
502;190,000;0,054
503;190,000;0,060
504;190,000;0,057
505;190,000;0,060
506;190,000;0,065
500;191,000;0,059
501;191,000;0,053
502;191,000;0,053
503;191,000;0,060
504;191,000;0,056
505;191,000;0,059
506;191,000;0,064
500;192,000;0,058
501;192,000;0,053
502;192,000;0,053
503;192,000;0,059
504;192,000;0,056
505;192,000;0,058
506;192,000;0,063
500;193,000;0,058
501;193,000;0,053
502;193,000;0,053
503;193,000;0,058
504;193,000;0,055
505;193,000;0,057
506;193,000;0,062
500;194,000;0,058
501;194,000;0,053
502;194,000;0,052
503;194,000;0,058
504;194,000;0,055
505;194,000;0,057
506;194,000;0,062
500;195,000;0,057
501;195,000;0,052
502;195,000;0,052
503;195,000;0,059
504;195,000;0,055
505;195,000;0,057
506;195,000;0,061
500;196,000;0,057
501;196,000;0,052
502;196,000;0,052
503;196,000;0,059
504;196,000;0,055
505;196,000;0,057
506;196,000;0,061
500;197,000;0,057
501;197,000;0,052
502;197,000;0,052
503;197,000;0,061
504;197,000;0,055
505;197,000;0,057
506;197,000;0,061
500;198,000;0,056
501;198,000;0,053
502;198,000;0,052
503;198,000;0,062
504;198,000;0,055
505;198,000;0,057
506;198,000;0,061
500;199,000;0,056
501;199,000;0,053
502;199,000;0,052
503;199,000;0,064
504;199,000;0,055
505;199,000;0,057
506;199,000;0,061
500;200,000;0,056
501;200,000;0,053
502;200,000;0,052
503;200,000;0,066
504;200,000;0,055
505;200,000;0,059
506;200,000;0,061
500;201,000;0,057
501;201,000;0,054
502;201,000;0,052
503;201,000;0,065
504;201,000;0,055
505;201,000;0,061
506;201,000;0,061
500;202,000;0,057
501;202,000;0,054
502;202,000;0,052
503;202,000;0,065
504;202,000;0,056
505;202,000;0,063
506;202,000;0,062
500;203,000;0,057
501;203,000;0,054
502;203,000;0,052
503;203,000;0,065
504;203,000;0,057
505;203,000;0,063
506;203,000;0,063
500;204,000;0,058
501;204,000;0,054
502;204,000;0,053
503;204,000;0,064
504;204,000;0,057
505;204,000;0,065
506;204,000;0,065
500;205,000;0,058
501;205,000;0,055
502;205,000;0,053
503;205,000;0,064
504;205,000;0,058
505;205,000;0,064
506;205,000;0,066
500;206,000;0,059
501;206,000;0,055
502;206,000;0,054
503;206,000;0,064
504;206,000;0,058
505;206,000;0,064
506;206,000;0,068
500;207,000;0,060
501;207,000;0,055
502;207,000;0,054
503;207,000;0,063
504;207,000;0,059
505;207,000;0,065
506;207,000;0,069
500;208,000;0,060
501;208,000;0,055
502;208,000;0,055
503;208,000;0,061
504;208,000;0,059
505;208,000;0,065
506;208,000;0,070
500;209,000;0,059
501;209,000;0,054
502;209,000;0,055
503;209,000;0,059
504;209,000;0,059
505;209,000;0,065
506;209,000;0,070
500;210,000;0,059
501;210,000;0,053
502;210,000;0,055
503;210,000;0,059
504;210,000;0,060
505;210,000;0,063
506;210,000;0,070
500;211,000;0,058
501;211,000;0,052
502;211,000;0,054
503;211,000;0,057
504;211,000;0,061
505;211,000;0,061
506;211,000;0,068
500;212,000;0,057
501;212,000;0,052
502;212,000;0,054
503;212,000;0,057
504;212,000;0,062
505;212,000;0,059
506;212,000;0,067
500;213,000;0,056
501;213,000;0,052
502;213,000;0,053
503;213,000;0,056
504;213,000;0,064
505;213,000;0,058
506;213,000;0,066
500;214,000;0,056
501;214,000;0,053
502;214,000;0,053
503;214,000;0,057
504;214,000;0,063
505;214,000;0,057
506;214,000;0,064
500;215,000;0,055
501;215,000;0,053
502;215,000;0,053
503;215,000;0,057
504;215,000;0,064
505;215,000;0,057
506;215,000;0,063
500;216,000;0,056
501;216,000;0,052
502;216,000;0,052
503;216,000;0,057
504;216,000;0,064
